Atmosphere,Temperature,Microcrystalline cellulose,Xylan,Alkali lignin
0.006600994425206324,-0.26109011318834,0.008543771731917253,0.026123196432578658,0.037113695758306024
0.004252278247755754,-0.2780204609450778,0.00950083095933401,-0.007504645792521014,0.021827272551768785
-0.0036599160550312604,-0.21901888384469778,-0.004975330771456185,0.006173864679582213,-0.0436603476813913
0.011199018277170793,-0.29175326424156806,-0.007912822800416101,-0.0021086005322587553,-0.0031048926523080667
0.007858436473873525,-0.3102008567064437,-0.008942404957160087,-0.02360670591651223,0.01946322940822661
-0.038402842448612244,-0.0584744549166294,0.014177692908840661,-0.020140381285364047,-0.028106041413119023
-0.03335201699993434,-0.03288963703276375,0.01320552508811521,0.03587324981201872,0.06263530328390794
-0.03504299784265427,-0.07147588251882057,0.008786647150151294,-0.005876457474742099,0.02914491643594051
-0.03536217448804777,-0.13181715670157895,-0.015079502685275407,-0.023922857541157826,-0.11670236515143721
-0.022417490220456332,-0.07475962118419431,-0.012383192534756731,0.014361416000622818,0.010638495258315199
-0.024893959781829678,-0.08756575486863544,-0.008354229679968848,-0.00460627896556625,0.03485815476970649
-0.0418161722027215,0.0653863340378439,0.002275253372111402,-0.024279018658537457,-0.04669287455428714
-0.03377595009552235,0.1165863435418035,0.003685768262699973,0.03257251150570621,0.0699575618792942
-0.026566981273911654,0.09281810687500239,0.0015658721621702298,-0.004137127345154612,0.04724256921462911
-0.028679310666498814,0.019561693453191777,-0.004637971472327769,-0.02112773758867685,-0.1285947470236823
-0.021114420819482334,0.0724938781802644,-0.0024513820483777903,0.008735129769486948,-0.0006761225332573062
-0.01627771285182596,0.10167075787637679,-0.000226407753923068,0.005413416998559702,0.05100545982544258
-0.036877032406525186,0.22007953452382192,-0.03755554439645742,-0.026159873894400044,-0.024194229270912332
-0.02039763011355791,0.16604732493827704,-0.037646054192308584,-0.003399788505144885,0.01041516055008497
-0.011391569154152457,0.24420716738779508,-0.020373436745910353,0.028047635695318648,0.03287584958522942
-0.028174629821495538,0.3220391116709176,0.035618022840787945,-0.014201281323115645,-0.03545787611665002
-0.015541389362254918,0.28091989951263324,0.037389717528313965,0.012027464124400193,-0.00023953750414840158
-0.009356089122133433,0.28175813869013616,0.019608289389695485,0.010497411260681933,0.02169625684966441
0.10454582409945533,-0.2419962729646554,0.01780666428217013,0.02415866071363635,-0.031170019993796566
0.10417815654315465,-0.2609540339220456,0.024441175977556073,0.04058085423683624,0.03845361932331093
