Atmosphere,Temperature,Microcrystalline cellulose,Xylan,Alkali lignin
-0.0011687939393937106,0.002493584848484629,-0.00274364242424231,-0.0023937636363635497,-0.0031921121212120664
-0.0007450212121212752,-0.008345551515151891,-0.0010859151515150202,0.0004082363636362607,-0.00034647575757575935
-0.0014121696969701487,0.0010283909090909734,-0.0019733818181820475,-0.00020023030303046002,-0.00131733636363648
-0.0012083454545455197,-0.0062606787878790975,0.0010538212121209629,-0.0002886030303031989,0.0020390787878781748
0.0013507757575753321,0.002586609090908766,0.00256574545454528,-1.2860606060747238e-05,-0.002614996969697
-0.0002886939393948984,-0.009809300000000023,0.0014603666666662503,-0.0002716181818183039,-0.0018654818181814304
-0.0030425848484841207,-0.0009879939393930438,0.0006821878787880559,-0.00019788787878789572,0.003101551515151522
-0.0003599151515150967,-0.008724718181817793,-0.0011760666666663978,0.00022587272727282894,-0.0007298999999998346
0.0006613151515150484,-0.005663457575757321,-0.001240503030302918,7.446666666638624e-05,-0.0005065484848485125
-0.0020109242424243166,0.0019526363636363495,-0.0014691818181819785,-0.000546863636364017,0.00173960606060599
9.190909091000288e-06,-0.006380930303030068,-0.0011477787878785733,-0.00013529393939407718,0.0007700848484846135
0.00019145454545447139,0.0005919848484852679,-0.002188636363636249,-0.00010487878787866847,-0.002134651515151218
0.00023940606060582237,-0.009746715151514946,-0.0011648363636360827,0.0007774969696970024,0.0010599212121208334
-0.0009598999999993497,0.0018596757575757995,-0.0008932636363639056,0.0005817212121212867,0.00040703939393932007
-0.0009114333333334164,0.0019095969696968557,0.0025075060606059275,-0.0004898272727273845,-0.0025305696969697344
-0.001571951515151317,0.0010473515151505019,0.0016499878787878432,0.0004886696969699983,-0.0011687848484845565
0.0019814606060607155,-0.0057259787878783585,-0.001268190909090795,-0.0005926151515149881,-0.0013694030303024207
-0.0033580454545446194,0.0006851212121220513,0.0008143484848487713,0.000373696969697116,0.0008601515151518308
0.0013762000000007773,-0.006760936363635964,0.0012548212121211713,-0.00011820909090843823,-0.0013066030303022919
0.00030999696969753634,0.003529178787878507,0.002030572727272754,-0.00016738181818169384,0.000732906060606211
0.0013321242424244879,-0.00804114848484935,0.0013833212121209732,0.0004970636363634326,0.000913912121211653
-0.0004897848484847101,-0.008791906060606794,0.0011170636363634413,0.0006113969696969212,0.0037285030303026846
-0.0023917303030302362,0.0014013000000003032,0.0019521939393941988,0.0002571636363635456,-0.0017236545454547704
-0.00015673939393897747,0.002870987878787813,-0.001423254545454542,0.0008393818181815946,0.0017348969696968177
0.0004791151515157612,0.0020190545454546243,-0.0018933696969698319,-0.0008594606060603983,-0.002150066666666437
-0.0005570484848478581,0.0011543151515151894,0.001684209090909234,-0.00011794242424206306,-0.002148260606060391
0.0006445272727278987,0.0020946181818178146,-0.0022152454545455273,0.0006129969696968385,0.0007683757575755912
0.0010496878787879577,0.0012110363636363376,-0.001784918181818328,-0.0006394333333330712,-0.0021710999999997736
-0.004569918181818145,0.0017807484848484806,0.0012563393939394737,-0.0009916909090913087,0.0019197939393933961
0.0010606515151515012,0.0014364999999998606,-0.0021314090909090467,9.065151515160575e-05,-0.0014911212121211104
0.0007268878787876607,0.0016174787878786162,-0.002546006060605908,-0.0016635212121210578,-0.0033795666666664903
-0.0016046303030302872,0.0024907030303031106,-0.0017713272727275155,-0.00011416060606081468,-0.0008853121212123441
0.0005280424242420706,0.0008983606060607709,-0.0025877303030301486,-0.001680639393939305,-0.003972760606060405
0.001270157575756834,0.0015980515151514986,0.0025251424242422192,-0.0002265242424243741,-0.0031015545454545256
0.0023813878787876347,0.0011713121212117256,-0.002130263636363729,0.0005523424242422352,0.0011604939393935875
-0.0013145393939391072,0.003183718181818434,0.0015159151515151629,0.0002529000000002699,0.0014072787878790694
-8.470606060547642e-05,0.002598657575757838,0.0017860666666668372,0.00029062727272766376,-0.0018053727272724963
-0.0020862606060609305,-0.00046145757575834993,0.0017656484848485243,0.0009813303030304804,0.0010260121212120777
0.00526473333333346,0.0038983848484850704,0.0021805060606061655,0.000655672727272707,0.007785975757575994
-0.0018923515151508617,0.0011722696969702017,-0.0006886848484850971,0.0003690121212121392,0.0012350272727274655
0.00309129696969632,0.0034957515151515556,-0.001265854545454633,0.0005519333333333093,0.0011921454545455723
0.0021567333333324928,0.0034566272727274217,0.0019584606060607484,-0.00012470606060587585,-0.0024518424242423596
0.00016808484848494733,0.0038970545454539863,0.0027833878787877344,-0.00013927878787896642,-0.0022539757575758945
-0.0013711909090909958,0.0026292636363639417,-0.0013346909090910849,-0.0006540545454547817,0.001535945454545422
0.0021488060606050323,0.0033654878787879746,0.0013279878787879973,0.00014804848484846646,0.0009349424242424553
0.0021623242424238277,0.0025298848484847937,-0.0017770848484848635,0.0008115969696967637,0.002388551515151155
-0.0006106727272727103,-0.007936627272727653,-0.0011343848484846575,0.0008001606060605366,0.0010867969696967327
-0.0004092787878786547,0.0026915999999994594,0.0014456606060604998,0.0004090545454543201,0.004138236363635774
0.0024433727272719597,0.00449867575757503,-0.0013630969696971256,0.00030317575757565665,-0.0008468545454547283
0.001215390909091394,0.002380193939394266,-0.0015124878787878188,0.0007908606060607146,-8.684848484629138e-06
-0.003405912121212254,0.0018984666666673304,0.0011083909090910395,-0.0011519272727275169,0.0014462545454543311
-0.00033825757575736915,0.002565621212121778,0.0021166666666668954,0.001418348484848739,0.002092893939394107
0.002028763636362871,0.003777672727272052,-0.0020228878787880125,-0.001843963636363651,-0.0033243121212121435
0.0006893545454546241,0.0031381424242429004,0.0018640969696971854,0.001449127272727343,0.0018745515151515335
0.0013595575757569544,0.0030313303030307655,0.0021436787878787635,0.00010433030303046542,0.0017163757575759198
