Atmosphere,Temperature,Microcrystalline cellulose,Xylan,Alkali lignin
-0.002890797116311227,0.1454900711134109,0.0,0.007718307077031072,-0.0030535821874002524
-0.001177500390990124,0.1738311828515497,0.0,0.033755901940096686,0.01412975956043514
0.00560416205004247,0.0690619272631041,0.0,-0.041832958393502116,-0.03213241131312576
-0.005863601960701862,0.14218089189826918,0.0,0.021955502939378455,0.009279297121503447
0.001997640571373707,0.18153726292394415,0.0,0.0241658043137585,0.012278484819605993
0.011732928357465191,-0.0012402829514525906,0.0,-0.018571481141488547,0.008382021083275888
0.0017120355587937658,-0.010821523783283427,0.0,-0.002962914257728755,-0.019494397350042568
-0.00041528783379210423,0.006235023440751917,0.0,0.01646918015905868,-0.006044713751894966
0.014414573011072185,0.006239904910027186,0.0,-0.016329546828610417,0.009015745809063311
-0.0028999957474833042,0.012127209379477791,0.0,0.015095522612501074,0.019540107522574686
-0.0021676358047484257,0.01436117284559499,0.0,0.007299151865169134,-0.008205716271320437
0.00253466446464185,-0.018468547657664352,0.0,-0.009064400438213441,0.013675436123336838
-0.0006057989788872448,-0.030111728597348706,0.0,0.009507253104753605,-0.01654710765256704
-0.002982730771720991,-0.04718305873659198,0.0,0.008505331465499734,-0.01904348105703389
0.0032771304162158934,-0.004742499224212489,0.0,-0.00603139998200241,0.02055502142109636
-0.009771362033203624,-0.020466754453482373,0.0,0.012413795239860493,0.023205579401561673
-0.00634759497656983,-0.05605457226956355,0.0,-0.017662359766204463,-0.023566204394249068
0.02213403664990714,-0.06380503961808863,0.0,0.008511963936673101,0.01260980615556564
0.017373179157695227,-0.08048377062130899,0.0,0.009893776456457396,-0.007589495441092193
0.017837322864794187,-0.10347883936568592,0.0,2.3973443783243954e-05,-0.007317872007021755
0.021658298611247545,-0.05896034588918934,0.0,0.009288736224896836,0.010608036748772563
0.015059726174000308,-0.10927678625017645,0.0,-0.001929701689888562,0.005007824520800739
0.013845510247521137,-0.10883366245124747,0.0,-0.02262702734051097,-0.009462661164219614
-0.01820935482619599,0.1191175235736832,0.0,-0.0510188928195706,0.007171115599444242
-0.015331902367603479,0.16479868053773072,0.0,0.008614255033576775,-0.0016314804678222395
-0.012068238434177477,0.17907812576792145,0.0,0.04137123319514784,0.009629525763284477
-0.01995301199196053,0.08283868224882947,0.0,-0.04986662049648131,-0.03661684210002515
-0.0018746675080805806,0.1405280176068586,0.0,0.032573369394582864,0.018640280996442337
-0.02225445939632563,0.17436869529056687,0.0,0.018419773644297716,0.006643904759263428
-0.043590450388795506,-0.017892385908908185,0.0,-0.0374719508406136,0.004236990749413607
-0.044837547663122174,-0.0256213923295873,0.0,-0.01108707360188092,-0.02367950598166111
-0.030279080129753184,-0.007491087895650018,0.0,0.026873699678697294,-0.013550933905446505
-0.04426380998980993,-0.013104549063126553,0.0,-0.03567604642659433,0.0015157112205796076
-0.004208826634891478,0.0051765697480377825,0.0,0.03227896437555293,0.04011733710027663
